filename,id,language,date,author,title,gender,person,length
"FR_1849_Dumas,Alexandre_MilleetunFantome_Novel.txt",357,French,1849,"Dumas,Alexandre",MilleetunFantome,male,first,254974
"FR_1849_Lamartine,Alphonse_Raphael_Novel.txt",358,French,1849,"Lamartine,Alphonse",Raphael,male,first,58544
"FR_1851_Dumas,Alexandre_OlympesDesCleves_Novel.txt",359,French,1851,"Dumas,Alexandre",OlympesDesCleves,male,first,238970
"FR_1851_Lamartine,AlphonseDe_Tailleurdepierres_Novel.txt",360,French,1851,"Lamartine,AlphonseDe",Tailleurdepierres,male,first,56552
"FR_1851_Murger,Henri_ScènesviedeBohème_Novel.txt",361,French,1851,"Murger,Henri",Scènes vie de Bohème,male,third,99647
"FR_1851_Murger,Henri_ScenesViedeJeunesse_Novel.txt",362,French,1851,"Murger,Henri",Scenes Vie de Jeunesse,male,third,40346
FR_1853_Champfleury_AventuresdeMelleMariette_Novel.txt,363,French,1853,Champfleury,AventuresdeMelleMariette,male,third,81114
"FR_1853_DuCamp,Maxime_Memoiresd'uneSuicide_Novel.txt",364,French,1853,"DuCamp,Maxime",Memoiresd'uneSuicide,male,first,81272
FR_1855_Champfleury_LesBourgeoisDeMolinchart_Novel.txt,365,French,1855,Champfleury,LesBourgeoisDeMolinchart,male,third,93333
"FR_1856_Flaubert,Gustave_MadameBovary_Novel.txt",366,French,1856,"Flaubert,Gustave",MadameBovary,male,third,112452
"FR_1857_About,Edmund_Leroidesmontagnes_Novel.txt",367,French,1857,"About,Edmund",Le roi des montagnes,male,first,63585
"FR_1858_Dumas,Alexandre_LECAPITAINERICHARD_Novel.txt",368,French,1858,"Dumas,Alexandre",Le Capitaine Richard,male,third,73896
"FR_1858_Gauthier,Theophile_Leromandelamomie_Novel.txt",369,French,1858,"Gauthier,Theophile",Leromandelamomie,male,third,55776
"FR_1859_Dumas,Alexandre_AventuredAmour_Novel.txt",370,French,1859,"Dumas,Alexandre",AventuredAmour,male,first,31111
"FR_1860_Duranty,Louis_Lemalheurd'HenrietteGerard_Novel.txt",371,French,1860,"Duranty,Louis",Lemalheurd'HenrietteGerard,male,third,110077
"FR_1861_Goncourt,EdmondDe_SoeurPhilomene_Novel.txt",372,French,1861,"Goncourt,EdmondDe",SoeurPhilomene,male,third,51304
"FR_1862_Hugo,Victor_LesMiserables_Novel.txt",373,French,1862,"Hugo,Victor",LesMiserables,male,third,510455
"FR_1862_Reider,Paul_Mademoiselle Vallantin_Novel.txt",374,French,1862,"Reider,Paul",Mademoiselle Vallantin,male,third,48746
"FR_1863_Gautier,Theophile_LeCapitaineFracasseTexteComplet1863_Novel.txt",375,French,1863,"Gautier,Theophile",LeCapitaineFracasseTexteComplet1863,male,third,185274
"FR_1864_Erckmann,Emile_LamiFritz_Novel.txt",376,French,1864,"Erckmann,Emile",LamiFritz,male,third,61917
"FR_1864_Erckmann,Emile_LeConscritde1813_Novel.txt",377,French,1864,"Erckmann,Emile",Le Conscrit de 1813,male,first,62528
"FR_1864_Goncourt,Edmundde_Renee Mauperin_Novel.txt",378,French,1864,"Goncourt,Edmundde",Renee Mauperin,male,third,63357
"FR_1864_Segur,Sophie,ComtesseDe_LesMalheursDeSophie_Novel.txt",379,French,1864,"Segur,Sophie,ComtesseDe",LesMalheursDeSophie,female,third,33368
"FR_1865_Dumas,Alexandre_LEFILSDUFORÇAT_Novel.txt",380,French,1865,"Dumas,Alexandre",Le fils du forçat,male,third,64609
"FR_1865_Merimee,Prosper_Cosaquesd'autrefois_Novel.txt",381,French,1865,"Merimee,Prosper",Cosaquesd'autrefois,male,third,67552
"FR_1865_Verne,Jules_Delaterrealalune_Novel.txt",382,French,1865,"Verne,Jules",Delaterrealalune,male,third,52889
"FR_1868_Daudet,Alphonse_LePetitChose_Novel.txt",383,French,1868,"Daudet,Alphonse",LePetitChose,male,first,81155
"FR_1869_Flaubert,Gustave_L'ÉducationSentimentale_Novel.txt",384,French,1869,"Flaubert,Gustave",L'ÉducationSentimentale,male,third,153561
"FR_1869_Goncourt,EdmondDe_MadameGervaisais_Novel.txt",385,French,1869,"Goncourt,EdmondDe",MadameGervaisais,male,third,57255
"FR_1870_Verne,Jules_Vingtmillelieuessouslesmers_Novel.txt",386,French,1870,"Verne,Jules",Vingtmillelieuessouslesmers,male,first,139360
"FR_1871_Zola,Emile_LafortunedesRougon_Novel.txt",387,French,1871,"Zola,Emile",LafortunedesRougon,male,third,117139
"FR_1873_Verne,Jules_LeTourduMondeEn80Jours_Novel.txt",388,French,1873,"Verne,Jules",Le Tour du Monde En 80 Jours,male,third,66436
"FR_1873_Zola,Emile_LeventredeParis_Novel.txt",389,French,1873,"Zola,Emile",LeventredeParis,male,third,110565
"FR_1874_Gobineau,Arthur,comtede_LesPleiadesroman_Novel.txt",390,French,1874,"Gobineau,Arthur,comtede",LesPleiadesroman,male,first,112925
"FR_1874_Verne,Jules_LileMysterieuse_Novel.txt",391,French,1874,"Verne,Jules",LileMysterieuse,male,third,193233
"FR_1875_Theuriet,Andre_LeMariagedeGerard_Novel.txt",392,French,1875,"Theuriet,Andre",Le Mariage de Gerard,male,third,44291
"FR_1877_Flaubert,Gustave_TroisContes_Novel.txt",393,French,1877,"Flaubert,Gustave",TroisContes,male,third,29693
"FR_1878_Daudet,Alphonse_LeNabob_Novel.txt",394,French,1878,"Daudet,Alphonse",LeNabob,male,third,134323
"FR_1879_Cladel,Leon_OMPDRAILLES_Novel.txt",395,French,1879,"Cladel,Leon",OMPDRAILLES,male,third,60070
"FR_1879_Huysman,JK_LesSoeursVatard_Novel.txt",396,French,1879,"Huysman,JK",Les Soeurs Vatard,male,third,63567
"FR_1879_Loti,Pierre_Aziyade_Novel.txt",397,French,1879,"Loti,Pierre",Aziyade,male,first,50014
"FR_1879_Theuriet,Andre_LamaisondesdeuxBarbeaux_Novel.txt",398,French,1879,"Theuriet,Andre",LamaisondesdeuxBarbeaux,male,third,29249
"FR_1879_Verne,Jules_500 Millions de la Begum_Novel.txt",399,French,1879,"Verne,Jules",500 Millions de la Begum,male,third,51235
"FR_1881_France,Anatole_Lecrimedesylvestrebonnard_Novel.txt",400,French,1881,"France,Anatole",Lecrimedesylvestrebonnard,male,first,55372
"FR_1882_Zola,Emile_Potbouille_Novel.txt",401,French,1882,"Zola,Emile",Potbouille,male,third,135137
"FR_1883_Maupassant,Guy_UneVie_Novel.txt",402,French,1883,"Maupassant,Guy",UneVie,male,third,75717
"FR_1883_Zola,Emile_AuBonheurdesDames_Novel.txt",403,French,1883,"Zola,Emile",AuBonheurdesDames,male,third,147295
"FR_1884_Bourges,Elemir_LeCrepusculedesDieux_Novel.txt",404,French,1884,"Bourges,Elemir",LeCrepusculedesDieux,male,third,74387
"FR_1884_Huysman,JK_ARebours_Novel.txt",405,French,1884,"Huysman,JK",ARebours,male,third,63893
"FR_1884_Peladin,Josephin_LeViceSupreme_Novel.txt",406,French,1884,"Peladin,Josephin",LeViceSupreme,male,third,88646
FR_1885_Rachilde_Nono_Novel.txt,407,French,1885,Rachilde,Nono,female,third,38374
"FR_1886_Bloy,Leon_LeDésespéré_Novel.txt",408,French,1886,"Bloy,Leon",LeDésespéré,male,third,103939
"FR_1886_Verne,Jules_RoburLeConquerant_Novel.txt",409,French,1886,"Verne,Jules",RoburLeConquerant,male,third,57317
"FR_1887_Loti,Pierre_MadameChrysantheme_Novel.txt",410,French,1887,"Loti,Pierre",MadameChrysantheme,male,first,45631
FR_1887_Rachilde_LaMarquiseDeSade_Novel.txt,411,French,1887,Rachilde,LaMarquiseDeSade,female,third,85380
"FR_1888_Barres,Maurice_Sousloeilsdesbarbares_Novel.txt",412,French,1888,"Barres,Maurice",Sousloeilsdesbarbares,male,first,24963
"FR_1888_Zola,Emile_LeReve_Novel.txt",413,French,1888,"Zola,Emile",LeReve,male,third,66345
"FR_1889_Barres,Maurice_UnHommeLibre_Novel.txt",414,French,1889,"Barres,Maurice",UnHommeLibre,male,first,34985
"FR_1889_Bourget,Paul_LeDisciple_Novel.txt",415,French,1889,"Bourget,Paul",LeDisciple,male,third,80367
"FR_1889_Goncourt,Edmundde_GerminieLacerteux_Novel.txt",416,French,1889,"Goncourt,Edmundde",GerminieLacerteux,male,third,64494
"FR_1891_Barrès,Maurice_LeJardindeBerenice_Novel.txt",417,French,1891,"Barres,Maurice",LeJardindeBerenice,male,first,31750
"FR_1891_Zola,Emile_LaBeteHumaine_Novel.txt",418,French,1891,"Zola,Emile",LaBeteHumaine,male,third,125358
"FR_1891_Zola,Emile_Largent_Novel.txt",419,French,1891,"Zola,Emile",Largent,male,third,142738
"FR_1892_Zola,Emile_LaDebacle_Novel.txt",420,French,1892,"Zola,Emile",LaDebacle,male,third,186754
"FR_1893_Rachilde,MargueriteEymery_Lanimale_Novel.txt",421,French,1893,"Rachilde,MargueriteEymery",Lanimale,female,third,66450
"FR_1894_France,Anatole_LeLysRouge_Novel.txt",422,French,1894,"France,Anatole",LeLysRouge,male,third,78169
"FR_1894_Renard,Jules_PoilDeCarrotte_Novel.txt",423,French,1894,"Renard,Jules",PoilDeCarrotte,male,third,32936
"FR_1896_Estaunie,Eduard_Lempreinte_Novel.txt",424,French,1896,"Estaunie,Eduard",Lempreinte,male,third,68747
"FR_1897_Bloy,Leon_LaFemmePauvre_Novel.txt",425,French,1897,"Bloy,Leon",LaFemmePauvre,male,third,89542
"FR_1897_France,Anatole_LormeduMail_Novel.txt",426,French,1897,"France,Anatole",LormeduMail,male,first,45623
"FR_1899_Vogue,Eugene_LesMortsQuiParlent_Novel.txt",427,French,1899,"Vogue,Eugene",LesMortsQuiParlent,male,third,97295
FR_1900_Colette_Claudineal'ecole_Novel.txt,428,French,1900,Colette,Claudineal'ecole,female,first,72360
"FR_1900_Mirbeau,Octave_LeJournalduneFemmedeChambre_Novel.txt",429,French,1900,"Mirbeau,Octave",LeJournalduneFemmedeChambre,male,first,107937
FR_1900_Rachilde_LaJongieuse_Novel.txt,430,French,1900,Rachilde,LaJongieuse,female,third,48979
"FR_1902_Adam,Paul_L'enfantd'Austerlitz_Novel.txt",431,French,1902,"Adam,Paul",L'enfantd'Austerlitz,male,first,153005
"FR_1904_Frapie,Leon_LaMaternelle,Roman_Novel.txt",432,French,1904,"Frapie,Leon","LaMaternelle,Roman",male,first,66548
"FR_1907_Bazin,Rene_LeBlequiLeve_Novel.txt",433,French,1907,"Bazin,Rene",LeBlequiLeve,male,third,82043
"FR_1907_Farrere,Claude_LhommeQuiAssassina_Novel.txt",434,French,1907,"Farrere,Claude",LhommeQuiAssassina,male,first,52463
"FR_1908_Leroux,Gaston_LeParfumdelaDameenNoir_Novel.txt",435,French,1908,"Leroux,Gaston",LeParfumdelaDameenNoir,male,first,94108
"FR_1912_Rolland,Romain_LaNouvelleJournee_Novel.txt",436,French,1912,"Rolland,Romain",LaNouvelleJournee,male,first,55587
"FR_1913_Proust,Marcel_DuCotedeChezSwann_Novel.txt",437,French,1913,"Proust,Marcel",DuCotedeChezSwann,male,first,166260
"FR_1913_Romains,Jules_LesCopains_Novel.txt",438,French,1913,"Romains,Jules",LesCopains,male,third,32201
"FR_1915_Benjamin,Rene_Gaspard_Novel.txt",439,French,1915,"Benjamin,Rene",Gaspard,male,first,55615
"FR_1915_Bourget,Paul_LeSensDeLaMort_Novel.txt",440,French,1915,"Bourget,Paul",LeSensDeLaMort,male,first,45986
"FR_1919_Benoit,Pierre_Latlantide_Novel.txt",441,French,1919,"Benoit,Pierre",Latlantide,male,first,61100
"FR_1920_Duhamel,Georges_LaConfessiondeMinuit_Novel.txt",442,French,1920,"Duhamel,Georges",LaConfessiondeMinuit,male,first,34738
"FR_1921_Chardonne,Jacques_Lepithaleme_Novel.txt",443,French,1921,"Chardonne,Jacques",Lepithaleme,male,third,85291
"FR_1922_Proust,Marcel_LaFugitive_Novel.txt",444,French,1922,"Proust,Marcel",LaFugitive,male,first,104493
"FR_1925_Gide,Andre_LesFauxmonnayeurs_Novel.txt",445,French,1925,"Gide,Andre",LesFauxmonnayeurs,male,third,109149
"FR_1926_Giraudoux,Jean_Bella_Novel.txt",446,French,1926,"Giraudoux,Jean",Bella,male,first,47928
"FR_1926_Ramuz,CharlesFerdinand_GrandePeurDanslaMontagne_Novel.txt",447,French,1926,"Ramuz,CharlesFerdinand",GrandePeurDanslaMontagne,male,first,49205
"FR_1927_Bernanos,Georges_Limposture_Novel.txt",448,French,1927,"Bernanos,Georges",Limposture,male,third,79206
"FR_1927_Duhamel,Georges_JournaldeSalavin_Novel.txt",449,French,1927,"Duhamel,Georges",JournaldeSalavin,male,first,41694
"FR_1929_Dabit,Eugene_LhotelduNord_Novel.txt",450,French,1929,"Dabit,Eugene",LhotelduNord,male,third,35214
